File ID,Category,Original Description,Subcategory
M002418,Idle,"a person waves with their right hand, walks to the right, walks back, and waves again.",walking and gesturing
002420,Idle,"a person reaches out to grab something, then paces back and forth",gesturing and pacing
M002420,Idle,"a person reaches out to grab something, then paces back and forth",gesturing and pacing
002421,Idle,person takes step then turns and goes five steps back then takes something from or puts on high shelf then turns over and goes back to the spot he started movement from,walking and turning around and putting/getting something from/to high shelf and turning over
M002421,Idle,person takes step then turns and goes five steps back then takes something from or puts on high shelf then turns over and goes back to the spot he started movement from,walking and turning around and putting/getting something from/on high shelf and turning over and walking in a circle
002425,Idle,a person is walking in a figure 8 pattern.,walking and turning around
M002425,Idle,a person is walking in a figure 8 pattern.,walking and turning around
002428,Idle,a person walks forward at an angle to kick a ball,walking and gesturing
M002428,Idle,a person walks forward at an angle to kick a ball,walking and gesturing
002429,Idle,a person holds something in front of their face.,irrelevant
M002429,Idle,a person holds something in front of their face.,irrelevant
002437,Idle,"a man turns to his right, then walks back and raises both arms.",turning around and walking and gesturing
M002437,Idle,"a man turns to his left, then walks back and raises both arms.",turning and walking with gesturing
002442,Idle,a person jogs in place.,jogging
M002442,Idle,a person jogs in place.,jogging
002444,Idle,a person looks at their wrist.,irrelevant
M002444,Idle,a person looks at their wrist.,irrelevant
002729,Idle,a person steps sideways - left leg first followed by right,stepping sideways
002750,Idle,"a man supports himself with his right hand, carefully going down to his knees.",gesturing and kneeling
002755,Idle,"a person jogs on the spot, then stands still",jogging and standing
002768,Idle,a person is running on the spot.,running
002773,Idle,"a person is doing some sort of exercise/dance where they walk forward and raise their arm, before turning around and doing the same.",walking and gesturing
M002773,Idle,"a person is doing some sort of exercise/dance where they walk forward and raise their arm, before turning around and doing the same.",walking and gesturing and turning around
002775,Idle,person is jumping in place.,jumping
M002775,Idle,person is jumping in place.,jumping
002776,Idle,"a person picks something up, walks across the room, sets it down, and reaches out to pick something up",picking_up_and_reaching
M002776,Idle,"a person picks something up, walks across the room, sets it down, and reaches out to pick something up","picking up and setting down, walking across, reaching out"
002792,Idle,a person standing and crossing their arms in a hugging motion.,standing and gesturing
M002792,Idle,a person standing and crossing their arms in a hugging motion.,standing and gesturing
002796,Idle,"a person in standing position with arms at side, then rubbing both hands together, then dropping arms back side to side.",standing and gesturing
M002796,Idle,"a person in standing position with arms at side, then rubbing both hands together, then dropping arms back side to side.",standing and gesturing
002798,Idle,a person is cheering and dancing,cheering and gesturing
M002798,Idle,a person is cheering and dancing,cheering and gesturing
002803,Idle,a person acts i am a little teapot.,irrelevant
M002803,Idle,a person acts i am a little teapot.,irrelevant
002810,Idle,"a person twist his torso to reach far to the left, then returns to a neutral position",gesturing
M002810,Idle,"a person twist his torso to reach far to the right, then returns to a neutral position",gesturing and turning around
002812,Idle,the woman angerily kicked at the ground with her left foot.,kicking
M002812,Idle,the woman angerily kicked at the ground with her right foot.,kicking
002825,Idle,a person is walking backwards slowly.,walking and turning around
M002825,Idle,a person is walking backwards slowly.,walking and turning around
002830,Idle,a man seems to be putting things away.,irrelevant
M002830,Idle,a man seems to be putting things away.,irrelevant
002834,Idle,a person jogs in place,jogging
M002834,Idle,a person jogs in place,jogging
002835,Idle,the person bends down to pick up something then walks to pick something else up then stirs something,"bending and walking, stirring"
M002835,Idle,the person bends down to pick up something then walks to pick something else up then stirs something,"bending and walking, stirring"
002836,Idle,a person stepping back quickly in effort to avoid something.,stepping back
M002836,Idle,a person stepping back quickly in effort to avoid something.,stepping back
002839,Idle,a man picks something up and moves it to the side before putting it back down.,gesturing
M002839,Idle,a man picks something up and moves it to the side before putting it back down.,lifting and placing
002845,Idle,a man lowers his right arm and then claps with his hands.,gesturing and clapping
M002845,Idle,a man lowers his left arm and then claps with his hands.,gesturing
002857,Idle,a person is performing a side stepping dance.,gesturing and stepping
M002857,Idle,a person is performing a side stepping dance.,gesturing
002860,Idle,a man moves his left arm in front him.,gesturing
M002860,Idle,a man moves his right arm in front him.,gesturing
002865,Idle,a person is standing with left and right hands in the air where head is located and it running them back and forth like they are running fingers through hair.,running and gesturing
002872,Idle,the person is picking something and putting it on a shelf.,irrelevant
M002872,Idle,the person is picking something and putting it on a shelf.,irrelevant
002877,Idle,a person scratches their head,irrelevant
M002877,Idle,a person scratches their head,irrelevant
002879,Idle,"person goes from sranding position, then slowly bends with arms towards floor to brace themselves while bending knees and sitting down on the ground. once seated crosses legs and sits indian style.",sitting
M002879,Idle,"person goes from sranding position, then slowly bends with arms towards floor to brace themselves while bending knees and sitting down on the ground. once seated crosses legs and sits indian style.",sitting
002881,Idle,a man picks something up and then turns around and walks before turning around again and picking something up.,"picking up, walking and turning around, picking up"
M002881,Idle,a man picks something up and then turns around and walks before turning around again and picking something up.,walking and turning around and picking up
002885,Idle,a person moves their right hand in a clockwise motion in front of them at chest level,gesturing
M002885,Idle,a person moves their left hand in a counterclockwise motion in front of them at chest level,gesturing
002889,Idle,person picks up something from the ground and returns to spot,standing
M002889,Idle,person picks up something from the ground and returns to spot,standing and gesturing
002900,Idle,a person raises their right hand then puts it back down.,gesturing
M002900,Idle,a person raises their left hand then puts it back down.,gesturing
002906,Idle,the person is picking up something.,irrelevant
M002906,Idle,the person is picking up something.,irrelevant
002911,Idle,"person walks forwards, uses left hand to move objects around, then walks backwards again. appears to be combining items together, like making a sandwich",gesturing and walking
M002911,Idle,"person walks forwards, uses right hand to move objects around, then walks backwards again. appears to be combining items together, like making a sandwich",gesturing and walking in a circle
002912,Idle,"a person walks backwards with uncertain balance, diagonally to the right.",walking and gesturing
M002912,Idle,"a person walks backwards with uncertain balance, diagonally to the left.",walking and gesturing
002918,Idle,the man waves his hands then spreads his arms.,gesturing
M002918,Idle,the man waves his hands then spreads his arms.,gesturing
002919,Idle,"a person shuffles to the left, then to the right, then back to the left.",walking and turning around
M002919,Idle,"a person shuffles to the right, then to the left, then back to the right.",walking and turning around
002926,Idle,"person squats with both knees bent, bringing hands together at chest, then straightens legs to jump straight upwards but lands slightly to their right considering their beginning position",jumping and gesturing
M002926,Idle,"person squats with both knees bent, bringing hands together at chest, then straightens legs to jump straight upwards but lands slightly to their left considering their beginning position",squatting and jumping to the side
002935,Idle,a person jumps upwards once,jumping
M002935,Idle,a person jumps upwards once,jumping
002949,Idle,a man lifts his left hand to his head and then puts his arm back down.,gesturing
M002949,Idle,a man lifts his right hand to his head and then puts his arm back down.,gesturing
002962,Idle,the man is jumping and hopping on each leg,jumping and gesturing
M002962,Idle,the man is jumping and hopping on each leg,jumping and gesturing
002968,Idle,a person folds both arms at chest level then puts them back down beside their legs.,standing
M002968,Idle,a person folds both arms at chest level then puts them back down beside their legs.,standing
002982,Idle,a person has their right hand raised in the air and slowly lowers it.,gesturing
M002982,Idle,a person has their left hand raised in the air and slowly lowers it.,gesturing
002988,Idle,"a person steps backwards, sits, then stands and steps forward.","stepping back, sitting, standing, stepping forward"
002993,Idle,a person is swinging both legs and arms.,gesturing
M002993,Idle,a person is swinging both legs and arms.,gesturing
003020,Idle,"a man slowly sways from side to side, sightly bending his knees.",gesturing
M003020,Idle,"a man slowly sways from side to side, sightly bending his knees.",gesturing
003031,Idle,"a person is standing, swaying back and forth and then takes several steps backwards.",standing and swaying then stepping backward
M003031,Idle,"a person is standing, swaying back and forth and then takes several steps backwards.",standing and swaying then stepping backwards
003034,Idle,person has their hand on their head while moving around in random directions. appears to be fatigued and sick,irrelevant
M003034,Idle,person has their hand on their head while moving around in random directions. appears to be fatigued and sick,irrelevant
003038,Idle,"a person takes a quick, long step to the right hand side leading with left leg and stands still.",stepping sideways
M003038,Idle,"a person takes a quick, long step to the left hand side leading with right leg and stands still.",standing
003039,Idle,"a man walks forward and picks up an object with his right hand, then puts the object back down and steps backward.",walking and gesturing
M003039,Idle,"a man walks forward and picks up an object with his left hand, then puts the object back down and steps backward.",walking and gesturing
003056,Idle,"a person jumps straight up and down, twice in a row.",jumping
M003056,Idle,"a person jumps straight up and down, twice in a row.",jumping
003062,Idle,a person is standing still while waving his right hand.,standing and gesturing
M003062,Idle,a person is standing still while waving his left hand.,standing and gesturing
003072,Idle,a person gestures his arm upward several times then bends arms upward.,gesturing
M003072,Idle,a person gestures his arm upward several times then bends arms upward.,gesturing
003076,Idle,"a person jogs in place and then runs to their left, and then running to the right and returning to where they started.","jogging and turning around
running and turning around
walking in a circle"
M003076,Idle,"a person jogs in place and then runs to their right, and then running to the left and returning to where they started.",jogging and turning around
003090,Idle,"a person standing up uses their right hand to twist open an object that is in their right hand, then consumes it in their mouth.",gesturing and eating
M003090,Idle,"a person standing up uses their left hand to twist open an object that is in their left hand, then consumes it in their mouth.",standing and gesturing
003095,Idle,"a man steps back, picks something up and put it to his head and then puts it back.",standing and gesturing
M003095,Idle,"a man steps back, picks something up and put it to his head and then puts it back.",standing and gesturing
003096,Idle,a person rotates trunk to left  twice then one time to his right,gesturing
M003096,Idle,a person rotates trunk to right  twice then one time to his left,gesturing
003097,Idle,a person is strumming a guitar while standing.,gesturing
M003097,Idle,a person is strumming a guitar while standing.,gesturing
003100,Idle,a person throws something with its right arm.,gesturing
M003100,Idle,a person throws something with its left arm.,gesturing
003105,Idle,a person standing up and greeting someone with a respectful hand to forehead gesture.,standing and gesturing
M003105,Idle,a person standing up and greeting someone with a respectful hand to forehead gesture.,standing and gesturing
003107,Idle,"someone turns to the right, bends to touch his right hand to the ground, and brings his hands close together with elbows bent",gesturing
M003107,Idle,"someone turns to the left, bends to touch his left hand to the ground, and brings his hands close together with elbows bent",gesturing
003119,Idle,a person standing and acting like a chicken.,standing and gesturing
M003119,Idle,a person standing and acting like a chicken.,standing and gesturing
003122,Idle,"a person turns around and picks up an item with his right hand, holds the item to his shoulder, then turns back around to place the items back down.","gesturing and turning around, holding item, placing item back"
M003122,Idle,"a person turns around and picks up an item with his left hand, holds the item to his shoulder, then turns back around to place the items back down.","gesturing and standing
jumping and walking and gesturing
falling"
003145,Idle,"a person turns around in a counter clockwise circle, walks forward and to the right hand side, then bends down to pick something up with their left hand.","turning around, walking and turning around, bending down"
M003145,Idle,"a person turns around in a counter counterclockwise circle, walks forward and to the left hand side, then bends down to pick something up with their right hand.","turning around, walking and turning around, bending down and picking up"
003147,Idle,a person waves with their right hand,gesturing
M003147,Idle,a person waves with their left hand,gesturing
003150,Idle,the person is standing there.,standing
M003150,Idle,the person is standing there.,standing
003155,Idle,someone is clapping their hands,gesturing
M003155,Idle,someone is clapping their hands,gesturing
003159,Idle,a person standing with arms out then checks phone.,standing and gesturing
M003159,Idle,a person standing with arms out then checks phone.,standing and gesturing
003172,Idle,a standing man does rolli polli with his hands in the air then do basket ball dribble action and then moves right hand towards his left hand back and fro,gesturing and dribbling
M003172,Idle,a standing man does rolli polli with his hands in the air then do basket ball dribble action and then moves left hand towards his right hand back and fro,"rolling polli, basketball dribbling, waving"
003192,Idle,a person holds his arms up and bends forward to the left to hold off something approaching.,gesturing
M003192,Idle,a person holds his arms up and bends forward to the right to hold off something approaching.,gesturing and standing
003193,Idle,a person runs back and forth,running and gesturing
M003193,Idle,a person runs back and forth,running and gesturing
003195,Idle,a person is standing and steps backwards.,standing and stepping backwards
M003195,Idle,a person is standing and steps backwards.,standing and stepping backwards
003211,Idle,person jumps on spot two times,jumping
M003211,Idle,person jumps on spot two times,jumping
003215,Idle,a man brings his hands down to his sides and then points in front of him with his right hand.,gesturing
M003215,Idle,a man brings his hands down to his sides and then points in front of him with his left hand.,gesturing
003218,Idle,person standing around acting confused,standing
M003218,Idle,person standing around acting confused,standing
003230,Idle,someone jump high up then in 360,jumping and gesturing
M003230,Idle,someone jump high up then in 360,jumping and turning around
003234,Idle,a person standing up and manipulating objects in front of them,gesturing
M003234,Idle,a person standing up and manipulating objects in front of them,gesturing
003239,Idle,a person who is jumping on the same spot,jumping
M003239,Idle,a person who is jumping on the same spot,jumping
003245,Idle,a person raises their arms high above their head.,gesturing
M003245,Idle,a person raises their arms high above their head.,gesturing
003247,Idle,"a man leans over and reaches his right hand down near his right foot to pick an object up, then stands up and steps forward with his right foot to rub his right hand on an object.",reaching and standing
M003247,Idle,"a man leans over and reaches his left hand down near his left foot to pick an object up, then stands up and steps forward with his left foot to rub his left hand on an object.","leaning and reaching → standing
rubbing hand on an object → irrelevant"
003272,Idle,person is walking backwards.,walking and turning around
003274,Idle,man waiting and looking at the watch,waiting and gesturing
M003274,Idle,man waiting and looking at the watch,waiting and gesturing
003286,Idle,a man jogs to the left with his arms in a running motion. then turns around and jogs to the right. then jogs back to the centre,jogging and turning around
M003286,Idle,a man jogs to the right with his arms in a running motion. then turns around and jogs to the left. then jogs back to the centre,jogging and turning around
003290,Idle,the person pick something up from the left and sat in on the right.,irrelevant
M003290,Idle,the person pick something up from the right and sat in on the left.,irrelevant
003301,Idle,"a person is standing with their hands on their hips, they walk forward and turn to the right, then relax their arms.",standing and turning around
M003301,Idle,"a person is standing with their hands on their hips, they walk forward and turn to the left, then relax their arms.",standing and turning around
003307,Idle,the person is knocking.,kn gesturing
M003307,Idle,the person is knocking.,gesturing
003310,Idle,a person doing jumping rope,jumping and gesturing
M003310,Idle,a person doing jumping rope,jumping
003313,Idle,a person is running in place then starts to run left and right.,running and gesturing
M003313,Idle,a person is running in place then starts to run right and left.,running and gesturing
003315,Idle,the motion seems similar to an axel twist in ice skating,irrelevant
M003315,Idle,the motion seems similar to an axel twist in ice skating,irrelevant
003326,Idle,the man lifts his arm and moves it numerously,gesturing
M003326,Idle,the man lifts his arm and moves it numerously,gesturing
003328,Idle,"a man hops on the spot a few times using both legs, with his arms loose to his side.",hopping
M003328,Idle,"a man hops on the spot a few times using both legs, with his arms loose to his side.",hopping
003329,Idle,a person walks in a clockwise circle.,walking and turning around
M003329,Idle,a person walks in a counterclockwise circle.,walking and turning around
003336,Idle,person walks backward clockwise in a full circle then another five steps backward then turns,walking and turning around
M003336,Idle,person walks backward counterclockwise in a full circle then another five steps backward then turns,walking and turning around
003346,Idle,person is walking back and forth.,walking and turning around
M003346,Idle,person is walking back and forth.,walking in a circle
003347,Idle,"a figure bends at the knees, picks up an object with both hands, and stands up while holding the object.",gesturing
M003347,Idle,"a figure bends at the knees, picks up an object with both hands, and stands up while holding the object.",gesturing and standing
003352,Idle,a person stumbles backward and twists to the right and then stumbles backward and twists to the right.,falling and gesturing
M003352,Idle,a person stumbles backward and twists to the left and then stumbles backward and twists to the left.,falling and turning around
003639,Idle,a person turns body to the right.,standing and turning around
003643,Idle,a person is posing and flexing muscles while standing.,gesturing
003646,Idle,the person is drying something. then they walk over and pick something up.,walking and gesturing
003660,Idle,a person standing still shakes their body a bit.,standing
M003660,Idle,a person standing still shakes their body a bit.,standing
003668,Idle,a person standing still and waving with his right hand.,standing and gesturing
M003668,Idle,a person standing still and waving with his left hand.,standing and gesturing
003680,Idle,a man stands and  moves his right hand to the left side like picking something and places  it up.,gesturing
M003680,Idle,a man stands and  moves his left hand to the right side like picking something and places  it up.,gesturing
003693,Idle,a person reaches forward with both arms and waves them around.,gesturing
M003693,Idle,a person reaches forward with both arms and waves them around.,gesturing
003702,Idle,"a person picks up an object with both hands, takes it to his right side and then puts it back at the same place.",gesturing
M003702,Idle,"a person picks up an object with both hands, takes it to his left side and then puts it back at the same place.",gesturing
003711,Idle,a person walks backward while staring at the floor.,walking and gesturing
M003711,Idle,a person walks backward while staring at the floor.,walking and gesturing
003713,Idle,a person directing someone  with their hands.,gesturing
M003713,Idle,a person directing someone  with their hands.,gesturing
003724,Idle,a red and blue stick figure is standing and mimics the “walk like and egyptian” dance.,gesturing
M003724,Idle,a red and blue stick figure is standing and mimics the “walk like and egyptian” dance.,gesturing
003733,Idle,a man who is badly injured on his right thigh supports it with both the hands and walks in pain diagonally toward the right,walking and gesturing
M003733,Idle,a man who is badly injured on his left thigh supports it with both the hands and walks in pain diagonally toward the left,walking and gesturing
003737,Idle,the person walked forward reach for something and then walked backwards.,walking and gesturing
M003737,Idle,the person walked forward reach for something and then walked backwards.,walking and gesturing and turning around
003742,Idle,a person has both of their hands in front of them as they are carefully looking around.,gesturing
M003742,Idle,a person has both of their hands in front of them as they are carefully looking around.,standing and gesturing
003744,Idle,a person stands on one leg and grabs the opposite ankle to pull their leg back,standing and gesturing
M003744,Idle,a person stands on one leg and grabs the opposite ankle to pull their leg back,standing and gesturing
003757,Idle,a person is moving around his right hand.,gesturing
M003757,Idle,a person is moving around his left hand.,gesturing
003769,Idle,a person is using his arms to describe something to another person.,gesturing
M003769,Idle,a person is using his arms to describe something to another person.,gesturing
003770,Idle,"a person standing on the place for a long time, and after moved slightly to the right direction",standing and turning around
M003770,Idle,"a person standing on the place for a long time, and after moved slightly to the left direction",standing and turning around
003772,Idle,a person who is walking diagonally,walking diagonally
M003772,Idle,a person who is walking diagonally,walking diagonally
003775,Idle,a person is picking up something then putting it somewhere else.,standing
M003775,Idle,a person is picking up something then putting it somewhere else.,picking up and placing
003779,Idle,a person hops on their left foot then their right,hopping
M003779,Idle,a person hops on their right foot then their left,hopping
003783,Idle,a person lunges over and gets back up.,lunging and getting back up
M003783,Idle,a person lunges over and gets back up.,lungeing and gesturing
003791,Idle,this person lifts his arm to scratch his head.,gesturing
M003791,Idle,this person lifts his arm to scratch his head.,gesturing
003801,Idle,a person holding a microphone speaks and waves to a crowd.,speaking and gesturing
M003801,Idle,a person holding a microphone speaks and waves to a crowd.,gesturing
003802,Idle,person is running back and forth,running and gesturing
M003802,Idle,person is running back and forth,running and gesturing
003803,Idle,"a person steps forward, brings their left then right arms in front of them, steps back and bows down, touches their left hand by extending left arm to it and walks to the right",gesturing and walking
M003803,Idle,"a person steps forward, brings their right then left arms in front of them, steps back and bows down, touches their right hand by extending right arm to it and walks to the left",gesturing and walking
003811,Idle,a person takes a jump rope and starts jumping rope.,jumping
M003811,Idle,a person takes a jump rope and starts jumping rope.,jumping
003816,Idle,a person with an injured left arm and leg walking with a limp.,walking with a limp
M003816,Idle,a person with an injured right arm and leg walking with a limp.,walking and limping
003841,Idle,a person catching something and then walking away,catching and walking away
M003841,Idle,a person catching something and then walking away,catching and walking away
003855,Idle,"a person picks their right foot up and then puts it down, then stands back in their original position.",standing
M003855,Idle,"a person picks their left foot up and then puts it down, then stands back in their original position.",standing
003857,Idle,a person stands and looks over their right shoulder behind them.,standing and looking
M003857,Idle,a person stands and looks over their left shoulder behind them.,standing and looking
003862,Idle,pwesaon ia moving pr picking something up tall or long.,irrelevant
M003862,Idle,pwesaon ia moving pr picking something up tall or long.,irrelevant
003867,Idle,a person acts as if they are wiping something down with their left hand.,irrelevant
M003867,Idle,a person acts as if they are wiping something down with their right hand.,gesturing
003889,Idle,a person staggers back and to the left and back in a zigzag pattern.,staggering and turning around
M003889,Idle,a person staggers back and to the right and back in a zigzag pattern.,staggering and zigzagging
003891,Idle,a person moves an object from his left to his right.,irrelevant
M003891,Idle,a person moves an object from his right to his left.,irrelevant
003894,Idle,a person lifts up both hands and rotates to the right.,gesturing
M003894,Idle,a person lifts up both hands and rotates to the left.,gesturing
003896,Idle,"a person picks up an object, tilts it on its side, and then returns it to its starting position",gesturing
M003896,Idle,"a person picks up an object, tilts it on its side, and then returns it to its starting position",irrelevant
003897,Idle,"a person crouches down to crawl four steps forward and to his right, then turns around and crawls back to where he started before standing up.",crawling and turning around
003902,Idle,the person checks the watch on his hand.,standing
M003902,Idle,the person checks the watch on his hand.,standing
003907,Idle,a person bends their knees and jumps forward.,jumping
M003907,Idle,a person bends their knees and jumps forward.,jumping
003914,Idle,"a person takes one step then pivots to their right and continues pacing, then pivots to the right once more and returns to roughly the same point where they began.",walking and turning around
M003914,Idle,"a person takes one step then pivots to their left and continues pacing, then pivots to the left once more and returns to roughly the same point where they began.",walking and turning around
003919,Idle,picks up box and throws it out like trash,throwing
M003919,Idle,picks up box and throws it out like trash,throwing
003929,Idle,the man is moving his right leg,moving leg
M003929,Idle,the man is moving his left leg,moving legs
003931,Idle,standing still for awhile then gently moving arms in a forward moving circle.,standing and gesturing
M003931,Idle,standing still for awhile then gently moving arms in a forward moving circle.,gesturing and walking in a circle
003932,Idle,"a man runs to the left, then to the right, and then returns to his original position.",running and turning around
M003932,Idle,"a man runs to the right, then to the left, and then returns to his original position.",running and turning around
003935,Idle,a person walks in a circle with arms outstretched.,walking and gesturing
M003935,Idle,a person walks in a circle with arms outstretched.,walking and gesturing
003942,Idle,walking around in a circle.,walking in a circle
M003942,Idle,walking around in a circle.,walking and turning around
003945,Idle,a person moves their arms around in front of them,gesturing
M003945,Idle,a person moves their arms around in front of them,gesturing
003948,Idle,person is standinf still or holding something.,standing
M003948,Idle,person is standinf still or holding something.,standing
003963,Idle,the person is  is walking around on all fours.,standing
M003963,Idle,the person is  is walking around on all fours.,walking in a circle
003973,Idle,a person crosses both left and right arms in front of their chest.,gesturing
M003973,Idle,a person crosses both right and left arms in front of their chest.,gesturing
003978,Idle,a person running to the right side 4 steps then the left side 5 steps to return to original spot.,running and turning around
M003978,Idle,a person running to the left side 4 steps then the right side 5 steps to return to original spot.,running and gesturing
003997,Idle,a person bounces up and down on their toes with their arms bouncing along loosely by their sides.,jumping
M003997,Idle,a person bounces up and down on their toes with their arms bouncing along loosely by their sides.,jumping
003998,Idle,robot started dancing from left to right and his arms are in the air and tapping left foot to ground.,dancing
M003998,Idle,robot started dancing from right to left and his arms are in the air and tapping right foot to ground.,dancing
004030,Idle,a man moves his left arm around in front of him.,gesturing
M004030,Idle,a man moves his right arm around in front of him.,gesturing
004040,Idle,a man is standing and brings both hands to his face then steps out with left foot and performs a low kick.,"standing and gesturing, performing a low kick"
M004040,Idle,a man is standing and brings both hands to his face then steps out with right foot and performs a low kick.,"standing and gesturing, performing a low kick"
004044,Idle,a person reaches their left hand down to pick something up like a bucket. they then scrub something in front of them at waist level with their right hand for a couple seconds,scrubbing
M004044,Idle,a person reaches their right hand down to pick something up like a bucket. they then scrub something in front of them at waist level with their left hand for a couple seconds,scrubbing
004058,Idle,a person lifts object from the left and moves it to the right.,gesturing and moving
M004058,Idle,a person lifts object from the right and moves it to the left.,lifting and moving
004064,Idle,a person is jumping in place and crossing their arms then stops as if something got caught on their foot.,jumping and gesturing
M004064,Idle,a person is jumping in place and crossing their arms then stops as if something got caught on their foot.,jumping and gesturing
004068,Idle,a person takes a step backwards.,stepping back
M004068,Idle,a person takes a step backwards.,stepping back
004069,Idle,a person picks something up left then puts it down right.,gesturing
M004069,Idle,a person picks something up right then puts it down left.,lifting and placing
004075,Idle,person standing and stretching. puts both arms forward then behind their body then to their left side of body. moderate speed of movement.,standing and gesturing
M004075,Idle,person standing and stretching. puts both arms forward then behind their body then to their right side of body. moderate speed of movement.,standing and gesturing
004077,Idle,a person jogs in place.,jogging
M004077,Idle,a person jogs in place.,jogging
004086,Idle,a person who is stretching,stretching
M004086,Idle,a person who is stretching,stretching
004095,Idle,person squats with knees facing inwards then stands up and quickly jogs  before stopping,squating and standing → jogging
M004095,Idle,person squats with knees facing inwards then stands up and quickly jogs  before stopping,"squatting, standing, jogging, stopping"
004101,Idle,a man stands up whilst raising his hands in turn and pointing with them,gesturing
M004101,Idle,a man stands up whilst raising his hands in turn and pointing with them,gesturing
004110,Idle,a person jumping over a puddle,jumping
M004110,Idle,a person jumping over a puddle,jumping
004116,Idle,a man is side stepping to the left.,side stepping
M004116,Idle,a man is side stepping to the right.,side stepping
004117,Idle,"a person jumps into wide stance with his arms making a v shape and then jumps back into a normal, relaxed stance.",jumping and gesturing
M004117,Idle,"a person jumps into wide stance with his arms making a v shape and then jumps back into a normal, relaxed stance.",jumping and gesturing
M004129,Idle,"someone jogs in place, makes a quarter turn to the right and back, jogs backwards and then forwards.",jogging and turning around and jogging
004137,Idle,a person turns to run back and then turns to walk forward.,running and walking
M004137,Idle,a person turns to run back and then turns to walk forward.,walking and turning around
004140,Idle,a man steps to the side and then walks around while turning.,walking and turning around
M004140,Idle,a man steps to the side and then walks around while turning.,walking and turning around
004142,Idle,a person standing up looks around panically by snapping their neck in different directions.,standing and gesturing
004143,Idle,moves around then crouches down,crouching and moving
M004143,Idle,moves around then crouches down,crouching and moving
004147,Idle,a person leans to the left.,leaning
M004147,Idle,a person leans to the right.,leaning
004187,Idle,the man begins facing the right side with both arms raised to his chest. the man then steps back and makes a cross motion with his arms almost like he is in a fighting game. he then goes back to his original form.,gesturing and jumping
M004187,Idle,the man begins facing the left side with both arms raised to his chest. the man then steps back and makes a cross motion with his arms almost like he is in a fighting game. he then goes back to his original form.,gesturing and jumping
004188,Idle,the figure is using his arms to wash something,gesturing
M004188,Idle,the figure is using his arms to wash something,gesturing
004197,Idle,a person standing straight starts walking backwards and turns.,walking and turning around
M004197,Idle,a person standing straight starts walking backwards and turns.,walking and turning around
004201,Idle,"a person picks something up with their left hand, raises it up to their face for a few seconds, and then slowly puts it back down.",gesturing
M004201,Idle,"a person picks something up with their right hand, raises it up to their face for a few seconds, and then slowly puts it back down.",gesturing
004208,Idle,the man rambles forward turns to the right then jogs to the left.,walking and turning around then jogging
M004208,Idle,the man rambles forward turns to the left then jogs to the right.,walking and turning around then jogging
004225,Idle,"a person walks over holding object then places it down, stands and looks for a moment and grabs another object",walking and gesturing
M004225,Idle,"a person walks over holding object then places it down, stands and looks for a moment and grabs another object","walking and gesturing
standing
gesturing
walking in a circle
gesturing"
004230,Idle,person is walking back and forth.,walking in a circle
M004230,Idle,person is walking back and forth.,walking and turning around
004232,Idle,"a person rotates 180 degrees to their left while taking a step backwards. the person then reaches down with their right hand, before bringing the hand up to their face, twisting slightly at the waist, before setting the object back down with the right hand, and turning to the left to face the original direction.",gesturing
M004232,Idle,"a person rotates 180 degrees to their right while taking a step backwards. the person then reaches down with their left hand, before bringing the hand up to their face, twisting slightly at the waist, before setting the object back down with the left hand, and turning to the right to face the original direction.",turning around and gesturing
004235,Idle,"a person steps forward and reaches out with their right hand to pick up an object that is at their waist level. they raise it to their mouth and take a sip, then put the object down.",gesturing and drinking
M004235,Idle,"a person steps forward and reaches out with their left hand to pick up an object that is at their waist level. they raise it to their mouth and take a sip, then put the object down.",gesturing and drinking
004245,Idle,a man stands with both arms outstretched.,gesturing
M004245,Idle,a man stands with both arms outstretched.,standing and gesturing
004246,Idle,a person moves in a circle while facing the same direction,walking in a circle
M004246,Idle,a person moves in a circle while facing the same direction,walking in a circle
004538,Idle,man picks something to the right up using right arm examines then replaces it,gesturing and standing
004542,Idle,a person picks up drink with left hand to drink.,irrelevant
004545,Idle,"a person jumping while rasing both hands, and  move apart legs",jumping and gesturing
004546,Idle,person is walking backwards.,walking and turning around
004549,Idle,a person is walking around while crouched,walking and crouching
004553,Idle,"a person walks forward, picks something up, puts their hand to their mouth and tilts back their head, then puts it down",gesturing
004559,Idle,"a person reaches down to their left and picks something up, holds it briefly, then places it down.",gesturing
004569,Idle,a person jumps and turns around in mid air.,jumping and turning around
004583,Idle,someone stirring  something,irrelevant
M004583,Idle,someone stirring  something,irrelevant
004594,Idle,a man paces back and forth.,walking and turning around
M004594,Idle,a man paces back and forth.,walking and turning around
004604,Idle,a person stands up then walks in a circle,walking and turning around
M004604,Idle,a person stands up then walks in a circle,walking and turning around
004605,Idle,"a person steps forward with their left foot, then walks backwards and to the left and steps back with their right foot, then repeats the motion.",walking and gesturing
M004605,Idle,"a person steps forward with their right foot, then walks backwards and to the right and steps back with their left foot, then repeats the motion.",walking and turning around
004619,Idle,a person takes 3 steps backwards,walking backwards
M004619,Idle,a person takes 3 steps backwards,walking backwards
004622,Idle,a person jumps and turns left and right.,jumping and gesturing
M004622,Idle,a person jumps and turns right and left.,jumping and gesturing
004624,Idle,man bends down to pick up briefcase with right hand and swings briefcase forward and backward.,bending down and gesturing
M004624,Idle,man bends down to pick up briefcase with left hand and swings briefcase forward and backward.,bending and gesturing
