File ID,Category,Original Description,Subcategory
003684,Crossing,a person walks forwards slowly.,walking
M003684,Crossing,a person walks forwards slowly.,walking
003696,Crossing,a person walks forward quickly and leaves a trail behind them as if they are dripping paint,walking and gesturing
M003696,Crossing,a person walks forward quickly and leaves a trail behind them as if they are dripping paint,walking and gesturing
003699,Crossing,a man walking making an oval on the floor,walking in a circle
M003699,Crossing,a man walking making an oval on the floor,walking in a circle
003719,Crossing,"a person walks slowly forward while swaying his shoulders, then stops",walking and gesturing
M003719,Crossing,"a person walks slowly forward while swaying his shoulders, then stops",walking and gesturing
003720,Crossing,a man walks carefully so as not to step on something.,walking cautiously
M003720,Crossing,a man walks carefully so as not to step on something.,walking carefully
003721,Crossing,the person is walking forward in an odd way.,walking and turning around
M003721,Crossing,the person is walking forward in an odd way.,walking and turning around
003731,Crossing,"a person is running diagonally across the floor, before coming to a stop and standing still.",running and standing
M003731,Crossing,"a person is running diagonally across the floor, before coming to a stop and standing still.",running and standing
003741,Crossing,a person walks forward diagonally and turns to the right.,walking and turning around
M003741,Crossing,a person walks forward diagonally and turns to the left.,walking and turning around
003745,Crossing,someone walks from side to side,walking and turning around
M003745,Crossing,someone walks from side to side,walking in a circle
003754,Crossing,"a person walks forward carefully, holding on to rails with both hands, before turning left.",walking and turning around
M003754,Crossing,"a person walks forward carefully, holding on to rails with both hands, before turning right.",walking and turning around
003765,Crossing,a person is walking slowly forward.,walking
M003765,Crossing,a person is walking slowly forward.,walking
003781,Crossing,"a person swings both arms back, slightly bends knees and then jumps forward.",jumping and gesturing
M003781,Crossing,"a person swings both arms back, slightly bends knees and then jumps forward.",jumping and gesturing
003786,Crossing,"a person walks confidently forward, turns completely around and walks back, and finally turns once more before standing still.",walking and turning around and standing
M003786,Crossing,"a person walks confidently forward, turns completely around and walks back, and finally turns once more before standing still.",walking and turning around and standing
003795,Crossing,a person walks forward balancing on something with both arms outward to their sides. the person then continues balancing on something as they turn to their left with both arms out to their side..,balancing and turning around
M003795,Crossing,a person walks forward balancing on something with both arms outward to their sides. the person then continues balancing on something as they turn to their right with both arms out to their side..,balancing and turning around
003807,Crossing,the person walks in a straight line and places their right hand to support their weight against something.,walking and gesturing
M003807,Crossing,the person walks in a straight line and places their left hand to support their weight against something.,walking and gesturing
003814,Crossing,a person walking and changing their path to the left,walking and turning around
M003814,Crossing,a person walking and changing their path to the right,walking and turning around
003824,Crossing,a person runs forward and then turns left,running and turning around
M003824,Crossing,a person runs forward and then turns right,running and turning around
003830,Crossing,a person squats down then jumps forward.,jumping and squatting
M003830,Crossing,a person squats down then jumps forward.,jumping and squatting
003863,Crossing,a person walks forward waving their hands about,walking and gesturing
M003863,Crossing,a person walks forward waving their hands about,walking and gesturing
003872,Crossing,a man walks fowards in a straight line,walking in a straight line
M003872,Crossing,a man walks fowards in a straight line,walking
003874,Crossing,he mopes everything around him,irrelevant
M003874,Crossing,he mopes everything around him,irrelevant
003887,Crossing,a person is shoved forward and recovers.,shoving and recovering
M003887,Crossing,a person is shoved forward and recovers.,shoving and recovering
003910,Crossing,a man walks forward then right.,walking and turning around
M003910,Crossing,a man walks forward then left.,walking and turning around
003920,Crossing,starting from standing position and walks forward and to the right.,walking and turning around
M003920,Crossing,starting from standing position and walks forward and to the left.,walking and turning around
003926,Crossing,a person starts slowly walking forward and then jogs some before coming to a stop.,walking and jogging
M003926,Crossing,a person starts slowly walking forward and then jogs some before coming to a stop.,walking and jogging and stopping
003927,Crossing,walking forward puts red leg quickly behind then back and walking forward then half way turns to turn aorund,walking and turning around
M003927,Crossing,walking forward puts red leg quickly behind then back and walking forward then half way turns to turn aorund,walking and turning around
003928,Crossing,a man runs foward in a straight line.,running
M003928,Crossing,a man runs foward in a straight line.,running
003938,Crossing,a person walks forward the the right then shift left before turning around.,walking and turning around
M003938,Crossing,a person walks forward the the left then shift right before turning around.,walking and turning around
003977,Crossing,person is walking a little tipsy a bit.,walking and gesturing
M003977,Crossing,person is walking a little tipsy a bit.,walking and gesturing
003988,Crossing,person starts walking and as he does he starts turning towards his right side until he stops,walking and turning around
M003988,Crossing,person starts walking and as he does he starts turning towards his left side until he stops,walking and turning around
003999,Crossing,person standing walks forward slowly 5 steps  and gestures a throw,walking and gesturing
M003999,Crossing,person standing walks forward slowly 5 steps  and gestures a throw,walking and gesturing
004041,Crossing,"a person hops forward four times, then turns around and begins to hop again.",hoping and turning around
004111,Crossing,a person walks from the right to the left in a zig zag line.,walking and turning around
M004111,Crossing,a person walks from the left to the right in a zig zag line.,walking and turning around
004118,Crossing,a man walks and steps over something on the ground.,walking and gesturing
M004118,Crossing,a man walks and steps over something on the ground.,walking and gesturing
004125,Crossing,a person is moving hands around walking forward and backward and around.,gesturing and walking
M004125,Crossing,a person is moving hands around walking forward and backward and around.,gesturing and walking
004141,Crossing,"a person makes a standing hop onto his left foot, hops again onto both feet, hops onto right foot, hops onto both feet, makes a short hop with left foot and then settles right foot on floor.","standing hop, hopping, standing, short hop, settling"
M004141,Crossing,"a person makes a standing hop onto his right foot, hops again onto both feet, hops onto left foot, hops onto both feet, makes a short hop with right foot and then settles left foot on floor.",standing hop
004155,Crossing,a person jumps forward very quickly,jumping
M004155,Crossing,a person jumps forward very quickly,jumping
004166,Crossing,"person walks forward and makes a clockwise motion with hands, and then moves to the left side.",walking and gesturing and turning around
M004166,Crossing,"person walks forward and makes a counterclockwise motion with hands, and then moves to the right side.",walking and gesturing
004179,Crossing,a man walks forwards quickly with his arms swaying gently.,walking and gesturing
M004179,Crossing,a man walks forwards quickly with his arms swaying gently.,walking and gesturing
004191,Crossing,a person walks forward and then walks in a curve to their left.,walking and turning around
M004191,Crossing,a person walks forward and then walks in a curve to their right.,walking and turning around
004215,Crossing,a man walks toward the front of the room,walking
M004215,Crossing,a man walks toward the front of the room,walking
004236,Crossing,a man quickly walks forward.,walking
M004236,Crossing,a man quickly walks forward.,walking and gesturing
004247,Crossing,a person runs in a line.,running in a line
M004247,Crossing,a person runs in a line.,running in a line
004251,Crossing,a person walks while curving towards the right.,walking and gesturing
M004251,Crossing,a person walks while curving towards the left.,walking and turning around
004558,Crossing,"person moves arms in circles while walking forward, then turns around and walks back moving arms in circles.",walking and gesturing and turning around and walking back and gesturing
004564,Crossing,a man walks forward in a straight line.,walking in a circle
004565,Crossing,a person runs forward and leaps off of their left foot and stops briefly when they land. they then start to run again,running and jumping
004568,Crossing,a peraon walking makes a right turn.,walking and turning around
004575,Crossing,a person is walking down and then back up.,walking and turning around
M004575,Crossing,a person is walking down and then back up.,walking and turning around
004577,Crossing,"a man walks forward then takes a rather large stuff with his right leg, then continues walking forward.",walking and gesturing
M004577,Crossing,"a man walks forward then takes a rather large stuff with his left leg, then continues walking forward.",walking and gesturing
004581,Crossing,a person walks while touching something with is right hand.,touching and walking
M004581,Crossing,a person walks while touching something with is left hand.,walking and gesturing
004596,Crossing,"a person walks forward a few steps, breaks into a running jump, lands and continues to walk.",walking and running and gesturing and falling
M004596,Crossing,"a person walks forward a few steps, breaks into a running jump, lands and continues to walk.",running and gesturing
004597,Crossing,the man is walking fast,walking fast
M004597,Crossing,the man is walking fast,walking fast
004602,Crossing,person appears to be running in straight line then jumps over something and continues running.,running and jumping
M004602,Crossing,person appears to be running in straight line then jumps over something and continues running.,running and jumping
004603,Crossing,a man walks forward in a straight line.,walking in a circle
M004603,Crossing,a man walks forward in a straight line.,walking in a circle
004611,Crossing,"a man walks forward, reaches the edge of the shaded area and halts",walking and stopping
M004611,Crossing,"a man walks forward, reaches the edge of the shaded area and halts",walking and turning around
004612,Crossing,a unsure person walking forward in no hurry at all.,walking
M004612,Crossing,a unsure person walking forward in no hurry at all.,walking and uncertain
004613,Crossing,a person walks forward in a slight left to right and right to left sway.,walking and swaying
M004613,Crossing,a person walks forward in a slight right to left and left to right sway.,walking and swaying
004632,Crossing,the subject walks forward with the initial step being slightly to their left before straightening out,walking and turning around
M004632,Crossing,the subject walks forward with the initial step being slightly to their right before straightening out,walking and turning around
004636,Crossing,a man walks forward and to the left before stopping.,walking and turning around
M004636,Crossing,a man walks forward and to the right before stopping.,walking and turning around
004638,Crossing,"a person steps up onto something, walks across it, and steps down off of it.",stepping in/out
M004638,Crossing,"a person steps up onto something, walks across it, and steps down off of it.",stepping in/out
004645,Crossing,"a person walks then stops briefly, he does a 180 degree turn and walks in that direction.",walking and turning around
M004645,Crossing,"a person walks then stops briefly, he does a 180 degree turn and walks in that direction.",walking and turning around
004652,Crossing,a person walks forward with a strut.,walking and gesturing
M004652,Crossing,a person walks forward with a strut.,walking and gesturing
004653,Crossing,a man walks forward for 5 steps.  he then turns 45 degrees to his left and continues walking.,walking and turning around
M004653,Crossing,a man walks forward for 5 steps.  he then turns 45 degrees to his right and continues walking.,walking and turning around
004658,Crossing,a person walking in a direction before turning around and walking in the order before squatting down.,walking and turning around and squatting down
M004658,Crossing,a person walking in a direction before turning around and walking in the order before squatting down.,walking and turning around and squatting down
004668,Crossing,person is hunched over creeping diagonally down.,creeping down
M004668,Crossing,person is hunched over creeping diagonally down.,hunching and crawling
004676,Crossing,a person walks in a half circle.,walking and turning around
M004676,Crossing,a person walks in a half circle.,walking and turning around
004680,Crossing,taking 3 steps forward starting with left foot and then stopping,walking
M004680,Crossing,taking 3 steps forward starting with right foot and then stopping,walking in a circle
004685,Crossing,"a person walks up to a door, knocks, and leaves.",walking and knocking
M004685,Crossing,"a person walks up to a door, knocks, and leaves.",walking and knocking
004719,Crossing,a person runs forward and then to the right.,running and gesturing
M004719,Crossing,a person runs forward and then to the left.,running and gesturing
004721,Crossing,a man walks forward to the right.,walking and turning around
M004721,Crossing,a man walks forward to the left.,walking and turning around
004734,Crossing,a person walks forwards casually.,walking
M004734,Crossing,a person walks forwards casually.,walking
004742,Crossing,person stands with arms outstretched then walks diagonally two steps to their right and sits down on a chair,"standing and gesturing, sitting down"
M004742,Crossing,person stands with arms outstretched then walks diagonally two steps to their left and sits down on a chair,"standing and gesturing, sitting"
004746,Crossing,a person walks forward at fast pace.,walking and gesturing
M004746,Crossing,a person walks forward at fast pace.,walking and gesturing
004756,Crossing,the figure is running on a diagonal.,running and gesturing
M004756,Crossing,the figure is running on a diagonal.,running and gesturing
004757,Crossing,the human is running forward briskly,running
M004757,Crossing,the human is running forward briskly,running
004769,Crossing,"someone is holding both arms out, fully extended, while walking forward in a straight line",gesturing and walking
M004769,Crossing,"someone is holding both arms out, fully extended, while walking forward in a straight line",gesturing and walking
004770,Crossing,a person walking forward.,walking
M004770,Crossing,a person walking forward.,walking
004777,Crossing,"a person walks forward, reaches the edge and halts.",walking and stopping
M004777,Crossing,"a person walks forward, reaches the edge and halts.",walking and stopping
004778,Crossing,person is running across.,running
M004778,Crossing,person is running across.,running
004786,Crossing,the person is jogging lightly,jogging
M004786,Crossing,the person is jogging lightly,jogging
004798,Crossing,"a person walks forward, jumps over something, then keeps walking",walking and jumping
M004798,Crossing,"a person walks forward, jumps over something, then keeps walking",walking and jumping
004808,Crossing,"a person walks, speeds up, and jumps.",walking and jumping
M004808,Crossing,"a person walks, speeds up, and jumps.",walking and jumping
004811,Crossing,person walks forward then turns to their right and carry on walking then stop,walking and turning around
M004811,Crossing,person walks forward then turns to their left and carry on walking then stop,walking and turning around
004816,Crossing,the man takes 5 curved steps.,walking in a circle
M004816,Crossing,the man takes 5 curved steps.,walking in a circle
004817,Crossing,stick man walking straightforward in wobbling position maybe taking a dui test.,walking and gesturing
M004817,Crossing,stick man walking straightforward in wobbling position maybe taking a dui test.,wobbling walk
004828,Crossing,person person is walking forward diagonally to the left.,walking and turning around
M004828,Crossing,person person is walking forward diagonally to the right.,walking and turning around
004835,Crossing,a person walks forward slowly,walking
M004835,Crossing,a person walks forward slowly,walking
004837,Crossing,someones walking and swaying there arms,walking and gesturing
M004837,Crossing,someones walking and swaying there arms,walking and gesturing
004848,Crossing,a person is walking forward and comes to a stop.,walking and stopping
M004848,Crossing,a person is walking forward and comes to a stop.,walking and stopping
004879,Crossing,the person is excercising in place and hunch walking.,hunch walking
M004879,Crossing,the person is excercising in place and hunch walking.,hunch walking
004884,Crossing,"a person walks a little sloppy, then steps over something before looking excited to finish his walk by turning around.",walking and gesturing and turning around
M004884,Crossing,"a person walks a little sloppy, then steps over something before looking excited to finish his walk by turning around.",walking and gesturing
004887,Crossing,"a person stumbles around the floor randomly, swaying and nearly falling.",falling
M004887,Crossing,"a person stumbles around the floor randomly, swaying and nearly falling.",falling
004897,Crossing,a person is walking forward and bending to the left.,walking and gesturing
M004897,Crossing,a person is walking forward and bending to the right.,walking and gesturing
004900,Crossing,a man walks straight down,walking down
M004900,Crossing,a man walks straight down,walking
004966,Crossing,the figure is jogging forward with purpose.,jogging
M004966,Crossing,the figure is jogging forward with purpose.,jogging
004976,Crossing,"a man walks forward in an arc toward the left of the screen, then stops when he reaches the end of the platform.",walking and turning around
M004976,Crossing,"a man walks forward in an arc toward the right of the screen, then stops when he reaches the end of the platform.",walking and turning around
004977,Crossing,a person is walking like a mummy.,walking and gesturing
M004977,Crossing,a person is walking like a mummy.,walking and gesturing
004989,Crossing,walks in a wide counterclockwise bend then cuts a sharp right before completing a circle.,walking and turning around
M004989,Crossing,walks in a wide clockwise bend then cuts a sharp left before completing a circle.,walking and turning around
005016,Crossing,"a person raises their arms while walking forward, and then stops and lowers their arms.",raising arms while walking and gesturing and standing
M005016,Crossing,"a person raises their arms while walking forward, and then stops and lowers their arms.","raising arms while walking, stopping and lowering arms"
005020,Crossing,the person is walking and turned right,walking and turning around
M005020,Crossing,the person is walking and turned left,walking and turning left
005030,Crossing,the person runs forward in a straight line.,running
M005030,Crossing,the person runs forward in a straight line.,running
005032,Crossing,a person walks in a curve to their right and stops at about 90deg from start position.,walking and turning around
M005032,Crossing,a person walks in a curve to their left and stops at about 90deg from start position.,walking and turning around
005044,Crossing,a person is walking and steps over a large gap,walking and stepping
M005044,Crossing,a person is walking and steps over a large gap,walking and stepping over
005048,Crossing,person walking very slowly towards something,walking
M005048,Crossing,person walking very slowly towards something,walking
005076,Crossing,"a person walks on to something, leans forwards and walks off the object.",walking and gesturing
M005076,Crossing,"a person walks on to something, leans forwards and walks off the object.",walking and leaning
005080,Crossing,a person walks forward slowly.,walking
M005080,Crossing,a person walks forward slowly.,walking
005083,Crossing,walking forward slowly in a zig zag.,walking and gesturing
M005083,Crossing,walking forward slowly in a zig zag.,walking and gesturing
005084,Crossing,a figure walks forward lightly kicking one foot out,walking and gesturing
M005084,Crossing,a figure walks forward lightly kicking one foot out,walking and gesturing
005094,Crossing,walking forward and then to the side.,walking and turning around
M005094,Crossing,walking forward and then to the side.,walking and turning around
005095,Crossing,a person walks in a forward motion,walking
M005095,Crossing,a person walks in a forward motion,walking
005100,Crossing,"a man runs forwards slowly, jumps, and then runs forwards again.",running and jumping and running
M005100,Crossing,"a man runs forwards slowly, jumps, and then runs forwards again.",running and jumping and running
005102,Crossing,the man walks and bounces a ball.,walking and gesturing
M005102,Crossing,the man walks and bounces a ball.,walking and gesturing
005127,Crossing,"a figure stands still for awhile then walks slowly forward, jumping once like they're getting ready to race","standing and turning around, walking in a circle, jumping"
M005127,Crossing,"a figure stands still for awhile then walks slowly forward, jumping once like they're getting ready to race","standing and turning around, walking in a circle, jumping"
005147,Crossing,a person running then quickly taking a step to their left.,running and gesturing
M005147,Crossing,a person running then quickly taking a step to their right.,running and gesturing
005438,Crossing,a person sneaking down the hallway trying not to wake anyone.,irrelevant
005444,Crossing,a figure limps along a diagonal path,limping across
005446,Crossing,person walking in figure eight pattern,walking and turning around
005452,Crossing,walking forward and stopping.,walking and stopping
005458,Crossing,walking forward turn around and then run back to starting place,walking and turning around then running
005461,Crossing,a person walking forward slow pace.,walking
005462,Crossing,the sim appears to be walking at a slight angle at a normal rate of speed.,walking and turning around
005466,Crossing,a person is walking around the room.,walking in a circle
005472,Crossing,the person is walking and making a right turn.,walking and turning around
005473,Crossing,a person slowly walked forward,walking forward
005479,Crossing,"person steps backwards, then walks forward swing arms in circles, and then turns around and continues on their way back to the starting point.","stepping, walking and turning around, walking and turning around"
005481,Crossing,a figure walks confidently forward then raises their hand as if to access a door nob,walking and gesturing
005485,Crossing,a man is walking forward,walking
005491,Crossing,walking forward and stopping.,walking and stopping
005495,Crossing,a person who is standing with his arms next to his sides slowly takes five steps forward.,standing and walking in a circle
005496,Crossing,person walking with unsteady gait reaches out with left amr before standing still and reaching with both hands to something infront of him and below his waist,walking and gesturing
005499,Crossing,the figure is hunched forward and walking slowly as if sneaking,walking and gesturing
005517,Crossing,man starts walking and then goes right and then left and then left again.,walking and turning around
M005517,Crossing,man starts walking and then goes left and then right and then right again.,walking and turning around
005520,Crossing,a person walks forward using a handrail to guide them,walking with assistance
M005520,Crossing,a person walks forward using a handrail to guide them,walking and gesturing
005525,Crossing,a person walks forward with both arms streached out to their side.,walking and gesturing
M005525,Crossing,a person walks forward with both arms streached out to their side.,walking and gesturing
005527,Crossing,"the man walks forward, stumbles and the jumps backwards.",walking and stumbling then jumping backwards
M005527,Crossing,"the man walks forward, stumbles and the jumps backwards.",walking and stumbling and jumping backwards
005528,Crossing,a person i walking forward and slightly to the right when the abruptly move to the left and then continue walking back forwards to the right.,walking and turning around
M005528,Crossing,a person i walking forward and slightly to the left when the abruptly move to the right and then continue walking back forwards to the left.,walking and turning around
005533,Crossing,a person walks forward with arms at their side not swinging,walking
M005533,Crossing,a person walks forward with arms at their side not swinging,walking
005551,Crossing,a figure jogs forward with elbows cocked,jogging and gesturing
M005551,Crossing,a figure jogs forward with elbows cocked,jogging and gesturing
005552,Crossing,a person running forward quickly.,running
M005552,Crossing,a person running forward quickly.,running
005559,Crossing,a person who is standing with his hands by his sides takes one step forward and three steps to his right and stops.,standing and turning around
M005559,Crossing,a person who is standing with his hands by his sides takes one step forward and three steps to his left and stops.,standing and turning around
005565,Crossing,person slowly walks forwards while pumping his right arm up and down towards the floor gently.,walking and gesturing
M005565,Crossing,person slowly walks forwards while pumping his left arm up and down towards the floor gently.,walking and gesturing
005567,Crossing,a person walks in a circle,walking in a circle
M005567,Crossing,a person walks in a circle,walking in a circle
005581,Crossing,a person is walking forward.,walking
M005581,Crossing,a person is walking forward.,walking
005582,Crossing,"a person bends to their right side and picks up something with their right hand, then walks slowly forward.",gesturing and walking
M005582,Crossing,"a person bends to their left side and picks up something with their left hand, then walks slowly forward.",walking and gesturing
005585,Crossing,"a person walks forward while swinging his arms in an exaggerated motion, then turns around and repeats this motion while walking back.",walking and gesturing and turning around
M005585,Crossing,"a person walks forward while swinging his arms in an exaggerated motion, then turns around and repeats this motion while walking back.",walking and gesturing
005586,Crossing,a person walks forward slowly.,walking
M005586,Crossing,a person walks forward slowly.,walking in a circle
005620,Crossing,the person hurt his right leg.,irrelevant
M005620,Crossing,the person hurt his left leg.,irrelevant
005623,Crossing,a person is walking forward.,walking
M005623,Crossing,a person is walking forward.,walking
005636,Crossing,"a person walks forward, then turns to the right, then continues to walk forward.",walking and turning around
M005636,Crossing,"a person walks forward, then turns to the left, then continues to walk forward.",walking and turning around
005637,Crossing,"knocking on a door, then walking away","knocking on a door, then walking away  
walking away"
M005637,Crossing,"knocking on a door, then walking away","knocking on a door, then walking away
walking away"
005639,Crossing,a person slowly walks forward.,walking
M005639,Crossing,a person slowly walks forward.,walking
005647,Crossing,person reached down and pick some thing up with the right hand and he’s carrying it.,carrying
M005647,Crossing,person reached down and pick some thing up with the left hand and he’s carrying it.,lifting
005666,Crossing,person begins walking forward and then turns around and walks back to put something on shelf.,walking and turning around
M005666,Crossing,person begins walking forward and then turns around and walks back to put something on shelf.,walking and turning around
005677,Crossing,"a person shuffles to the side, then walks forward and nearly misses tripping.",shuffling and walking and tripping
M005677,Crossing,"a person shuffles to the side, then walks forward and nearly misses tripping.",shuffling and walking and turning around
005678,Crossing,a person walks around from the left to right.,walking in a circle
M005678,Crossing,a person walks around from the right to left.,walking in a circle
005687,Crossing,"man looks left to right before walking forward in an ""s"" motion.",walking and turning around
M005687,Crossing,"man looks right to left before walking forward in an ""s"" motion.",walking and gesturing
005699,Crossing,person walks slowly with arms swaying slightly from top right to bottom left,walking and gesturing
M005699,Crossing,person walks slowly with arms swaying slightly from top left to bottom right,walking and gesturing
005709,Crossing,"a person unsurely walks forward in an crooked, diagonal line.",walking and turning around
M005709,Crossing,"a person unsurely walks forward in an crooked, diagonal line.",walking and turning around
005716,Crossing,"a person walks forward, runs into something and bounces backwards, then he takes a step to the left and continues walking forward.",walking and turning around
M005716,Crossing,"a person walks forward, runs into something and bounces backwards, then he takes a step to the right and continues walking forward.",walking and turning around
005719,Crossing,a person walks at a moderate pace forward and to the right.,walking and turning around
M005719,Crossing,a person walks at a moderate pace forward and to the left.,walking and turning around
005766,Crossing,the person is walking to the right curved.,walking and turning around
M005766,Crossing,the person is walking to the left curved.,walking and turning around
005774,Crossing,"a person waltzes in an anticlockwise direction, with their left arm outstretched and their right hand at the centre line of their torso.",gesturing and standing
M005774,Crossing,"a person waltzes in an clockwise direction, with their right arm outstretched and their left hand at the centre line of their torso.",waltzing
005780,Crossing,a person walks with his right hand on his stomach.,walking and gesturing
M005780,Crossing,a person walks with his left hand on his stomach.,standing
005786,Crossing,person is speedily walking forward,speedily walking forward
M005786,Crossing,person is speedily walking forward,walking and speeding
005806,Crossing,the figure takes a step forward and picks up an object with their right hand staggers them and causes them to turn on their heel clockwise in a full circle.,"stepping, turning around, staggering"
M005806,Crossing,the figure takes a step forward and picks up an object with their left hand staggers them and causes them to turn on their heel counterclockwise in a full circle.,"taking step, picking up object, staggering, turning on heel, circling"
005826,Crossing,walking in a circular motion.,walking and turning around
M005826,Crossing,walking in a circular motion.,walking in a circle
005827,Crossing,walking in a random pattern.,walking in a circle
M005827,Crossing,walking in a random pattern.,walking and turning around
005868,Crossing,a person walks forward slowly trying to keep their balance.,walking and balancing
M005868,Crossing,a person walks forward slowly trying to keep their balance.,walking and turning around
005896,Crossing,person walks forward and stumbles,walking and falling
M005896,Crossing,person walks forward and stumbles,falling
005897,Crossing,a man walks from side to side,walking in a circle
M005897,Crossing,a man walks from side to side,walking in a circle
005914,Crossing,a person walking forwards gingerly steps over an object in their path.,walking and gesturing
M005914,Crossing,a person walking forwards gingerly steps over an object in their path.,walking and gesturing
005942,Crossing,a person struts forward slowly with swagger.,strutting
M005942,Crossing,a person struts forward slowly with swagger.,strutting
005956,Crossing,a person walks forward and towards the right.,walking and turning around
M005956,Crossing,a person walks forward and towards the left.,walking and turning around
005968,Crossing,"a person steps backwards quickly, shakes their hands out by their side, then walks forward.",walking and gesturing
M005968,Crossing,"a person steps backwards quickly, shakes their hands out by their side, then walks forward.",walking and gesturing
005992,Crossing,a person naturally and casually forward.,walking
M005992,Crossing,a person naturally and casually forward.,walking
006046,Crossing,person is walking straight ahead,walking
M006046,Crossing,person is walking straight ahead,walking
006055,Crossing,"had something in its hand, goes to put in in its other one.",irrelevant
M006055,Crossing,"had something in its hand, goes to put in in its other one.",gesturing
006060,Crossing,a person walks a normal speed swaying their arms.,walking and gesturing
M006060,Crossing,a person walks a normal speed swaying their arms.,walking and gesturing
006350,Crossing,the man walks in a clockwise circle.,walking and turning around
006362,Crossing,"character walking, gets pushed off ballanced from the left , regains orientation and continues walking.","falling and recovering, walking"
006370,Crossing,the person walks diagonally towards right side.,walking in a diagonal direction
006376,Crossing,person walks forward slowly without swinging arms.,walking
006382,Crossing,"a person is standing upright, while walking slowly forward and slightly to their left.",standing and walking and turning around
006387,Crossing,the person starts walking then something push them and they starts walking again,walking and falling
006389,Crossing,person is sprinting to their right,sprinting and gesturing
006424,Crossing,"a person walks forward, jumps over a gap, turns around and jumps back over the gap.",walking and turning around and jumping and jumping back
M006424,Crossing,"a person walks forward, jumps over a gap, turns around and jumps back over the gap.",walking and turning around and jumping and jumping back
006427,Crossing,a person slowly walks forward on a slight diagonal line.,walking and turning around
M006427,Crossing,a person slowly walks forward on a slight diagonal line.,walking in a circle
006437,Crossing,a person walks and stops.,walking and stopping
M006437,Crossing,a person walks and stops.,walking and stopping
006440,Crossing,"a person walks forward. they swing both of their arms out, then swing their right arm out.",gesturing and walking
M006440,Crossing,"a person walks forward. they swing both of their arms out, then swing their left arm out.",walking and gesturing
006441,Crossing,a person slowly walks forward and stops.,walking and stopping
M006441,Crossing,a person slowly walks forward and stops.,walking and stopping
006445,Crossing,"a man walks in a counterclockwise circle, then begins jogging after completing a full circle.","walking and turning around
jogging and turning around"
M006445,Crossing,"a man walks in a clockwise circle, then begins jogging after completing a full circle.","walking and turning around
jumping and running"
006447,Crossing,a man walked and make a right turn.,walking and turning around
M006447,Crossing,a man walked and make a left turn.,walking and turning around
006454,Crossing,a person steps carefully while walking forwards.,walking and gesturing
M006454,Crossing,a person steps carefully while walking forwards.,walking
006465,Crossing,person is practicing their long jump,jumping
M006465,Crossing,person is practicing their long jump,jumping
006488,Crossing,the man is walking forward but then gives someone a low five as he passes them.,walking and gesturing
M006488,Crossing,the man is walking forward but then gives someone a low five as he passes them.,walking and gesturing
006524,Crossing,a person walking in an odd manner as if he/she was drunk,walking and gesturing
M006524,Crossing,a person walking in an odd manner as if he/she was drunk,walking and gesturing
006529,Crossing,person takes four steps forward,walking
M006529,Crossing,person takes four steps forward,walking in a circle
006555,Crossing,person walking forward and to the right,walking and turning around
M006555,Crossing,person walking forward and to the left,walking and turning around
006563,Crossing,a person walks forward with a little run in one of the steps.,walking and running
M006563,Crossing,a person walks forward with a little run in one of the steps.,walking and running
006594,Crossing,man casually walks forward with minimal arm motions,walking and gesturing
M006594,Crossing,man casually walks forward with minimal arm motions,walking
006609,Crossing,a person takes a few steps forward.,walking
006611,Crossing,the man is walking to hop,walking and hopping
M006611,Crossing,the man is walking to hop,walking and hopping
006620,Crossing,a person walks while touching something with his left hand.,walking and gesturing
M006620,Crossing,a person walks while touching something with his right hand.,walking and gesturing
006644,Crossing,person is jogging straight ahead,jogging
M006644,Crossing,person is jogging straight ahead,jogging across
006653,Crossing,this person walks carefully in a circle.,walking and turning around
M006653,Crossing,this person walks carefully in a circle.,walking in a circle
006695,Crossing,walking in a diagonal line.,walking in a circle
M006695,Crossing,walking in a diagonal line.,walking in a circle
006705,Crossing,a person walks straight slowly.,walking
M006705,Crossing,a person walks straight slowly.,walking
006731,Crossing,person walks forward at normal speed,walking
M006731,Crossing,person walks forward at normal speed,walking
006752,Crossing,"a person is standing, but also leaning backward toward the left. the person shuffles there feet forward and toward their right.",shuffling
M006752,Crossing,"a person is standing, but also leaning backward toward the right. the person shuffles there feet forward and toward their left.",standing and gesturing
006765,Crossing,"a standing person seems to be shoved from behind, then regains their balance after a quick stumble.",falling and recovering
M006765,Crossing,"a standing person seems to be shoved from behind, then regains their balance after a quick stumble.",falling and recovering
006768,Crossing,a person takes a right turn while walking forward,walking and turning around
M006768,Crossing,a person takes a left turn while walking forward,walking and turning around
006769,Crossing,the person is walking forwards.,walking
M006769,Crossing,the person is walking forwards.,walking
006789,Crossing,the person was pushed to the right but did not fall down.,falling
M006789,Crossing,the person was pushed to the left but did not fall down.,falling
006795,Crossing,a person runs and leaps.,running and jumping
M006795,Crossing,a person runs and leaps.,running and leaping
006806,Crossing,a person walks in a curve to their right.,walking and turning around
M006806,Crossing,a person walks in a curve to their left.,walking and turning around
006825,Crossing,a man walks forward and turns to the left.,walking and turning around
M006825,Crossing,a man walks forward and turns to the right.,walking and turning around
006840,Crossing,a person slowly walks forward,walking
M006840,Crossing,a person slowly walks forward,walking
006846,Crossing,walking forward and then stopping.,walking and stopping
M006846,Crossing,walking forward and then stopping.,walking and stopping
006859,Crossing,a person runs towards the right side.,running
M006859,Crossing,a person runs towards the left side.,running
006865,Crossing,person is walking straight ahead,walking
