File ID,Category,Original Description,Subcategory
010337,Attempting,a person walks forward and turns around.,walking and turning around
M010337,Attempting,a person walks forward and turns around.,walking and turning around
010301,Attempting,a man walks in a clockwise circle,walking and turning around
M010301,Attempting,a man walks in a counterclockwise circle,walking and turning around
010275,Attempting,a person walks up and then turns around and walk\s back.,walking and turning around
M010275,Attempting,a person walks up and then turns around and walk\s back.,walking and turning around
010102,Attempting,"a person walks forward a few steps, then smoothly turns on their right foot to walk the other way.",walking and turning around
M010102,Attempting,"a person walks forward a few steps, then smoothly turns on their left foot to walk the other way.",walking and turning around
010080,Attempting,the man turns left calmly,turning around
010065,Attempting,a person running around in circles,running and turning around
010056,Attempting,the figure works backwards with arms behind them walking in a c-shape ending with their arms coming up to their side in what would be a t-pose but the legs arent together.,walking and turning around
009998,Attempting,"a person walks forward, turns around walks towards the right side.",walking and turning around
009605,Attempting,person is walking as if injured,walking and gesturing
M009605,Attempting,person is walking as if injured,walking and gesturing
009549,Attempting,a person is walking while pushing something,walking and gesturing
M009549,Attempting,a person is walking while pushing something,walking and gesturing
009493,Attempting,"a person staggers around drunk and repeatedly gestures down with their right hand, as if mumbling an imaginary argument to themselves.",drunk gesturing
M009493,Attempting,"a person staggers around drunk and repeatedly gestures down with their left hand, as if mumbling an imaginary argument to themselves.",drunk gesturing
009477,Attempting,"a person, whose hands is swaying front to back, is walking in a counter-clockwise circle while bringing their knees up as they walk.",walking and gesturing
M009477,Attempting,"a person, whose hands is swaying front to back, is walking in a clockwise circle while bringing their knees up as they walk.",walking and gesturing
009402,Attempting,"a person walks forward, spins right, and walks back.",walking and turning around
M009402,Attempting,"a person walks forward, spins left, and walks back.",walking and turning around
009394,Attempting,walking forward with small steps then back.,walking and turning around
M009394,Attempting,walking forward with small steps then back.,walking and turning around
009384,Attempting,running forward and kicking.,running and gesturing
M009384,Attempting,running forward and kicking.,running and gesturing
009358,Attempting,the person is walking forward and turning left.,walking and turning around
M009358,Attempting,the person is walking forward and turning right.,walking and turning around
009356,Attempting,a person slowly walked forward and return,walking and turning around
M009356,Attempting,a person slowly walked forward and return,walking and turning around
009354,Attempting,this person is walking in circles then moves across room to step around an object.,walking and turning around
M009354,Attempting,this person is walking in circles then moves across room to step around an object.,walking in a circle and moving across
009344,Attempting,this person is walking around the room.,walking in a circle
M009344,Attempting,this person is walking around the room.,walking in a circle
009312,Attempting,"a person walks forward, kneels down to pick something up and place it on a slightly higher position, before turning around and walking back.",walking and turning around
M009312,Attempting,"a person walks forward, kneels down to pick something up and place it on a slightly higher position, before turning around and walking back.",walking and turning around
009192,Attempting,a person walks calmly in irregular clockwise circles with their right arm raised to chest-level.,walking and gesturing
M009192,Attempting,a person walks calmly in irregular counterclockwise circles with their left arm raised to chest-level.,walking and gesturing
009191,Attempting,a person walking in a strange pattern around the room,walking and turning around
M009191,Attempting,a person walking in a strange pattern around the room,walking and turning around
009183,Attempting,the person is walking back-and-forth sideways.,walking and turning around
009163,Attempting,"a person who is standing with his hands away from his sides takes two steps forward, swings around 180 degrees and takes two steps in the opposite direction and stops.",standing and turning around
009088,Attempting,a person walks forward then starts to dance.,walking and gesturing
009062,Attempting,"a person takes 2 steps forward, then does a sharp right turn and walks back to starting point.",walking and turning around
008627,Attempting,he walked in a counter clockwise circle while stretching.,walking and gesturing
M008627,Attempting,he walked in a counter counterclockwise circle while stretching.,walking and turning around
008621,Attempting,a person walking and then leaning over for something,walking and gesturing
M008621,Attempting,a person walking and then leaning over for something,walking and gesturing
008604,Attempting,a man catches something runs to the right and pulls something.,running and gesturing
008519,Attempting,a person walks and turns to his left.,walking and turning around
M008519,Attempting,a person walks and turns to his right.,walking and turning around
008472,Attempting,"a person walks diagonally to the right, picks up something and goes back to original position and then returns the item back to where they picked it up from",walking and gesturing
M008472,Attempting,"a person walks diagonally to the left, picks up something and goes back to original position and then returns the item back to where they picked it up from",walking and gesturing
008450,Attempting,"a person reaches down to touch their foot, and then makes a series of jumps in a box shape.",gesturing and jumping
M008450,Attempting,"a person reaches down to touch their foot, and then makes a series of jumps in a box shape.",gesturing and jumping in a circle
008429,Attempting,"a man left steps, then right steps, turns clockwise, left steps, then right steps back full circle.",walking and turning around
M008429,Attempting,"a man right steps, then left steps, turns counterclockwise, right steps, then left steps back full circle.",turning around and walking in a circle
008413,Attempting,"a person walking to the right and then turning around sharply walking to the left, making a circle.",walking and turning around
M008413,Attempting,"a person walking to the left and then turning around sharply walking to the right, making a circle.",walking and turning around
008402,Attempting,a person is walking up and greeting someone.,walking and gesturing
M008402,Attempting,a person is walking up and greeting someone.,walking and gesturing
008395,Attempting,a person is walking forward from one end to the other and then turns around and returns.,walking and turning around
008392,Attempting,a man walks forward and turns around.,walking and turning around
M008392,Attempting,a man walks forward and turns around.,walking and turning around
008264,Attempting,"a person approaches an object, then adjusts the object, then turns around and walks away","approaching, adjusting, turning around and walking away"
M008264,Attempting,"a person approaches an object, then adjusts the object, then turns around and walks away","approaching, adjusting, turning around and walking away"
008190,Attempting,a person is dragging a something heavy around in a clock-wise circle.,dragging and gesturing
007861,Attempting,a figure seems to be making a snowball around waist height,gesturing
M007861,Attempting,a figure seems to be making a snowball around waist height,gesturing
007836,Attempting,"a person walks forward, picks up a ball, turns around, and walks back to their start position.",walking and turning around
M007836,Attempting,"a person walks forward, picks up a ball, turns around, and walks back to their start position.",walking and turning around
007824,Attempting,a person is jogging around,jogging and turning around
M007824,Attempting,a person is jogging around,jogging
007729,Attempting,"the sim is walking, then turns left.",walking and turning around
M007729,Attempting,"the sim is walking, then turns right.",walking and turning around
007643,Attempting,someone is walking diagonally back and forth before stopping and facing to the right.,walking and turning around
M007643,Attempting,someone is walking diagonally back and forth before stopping and facing to the left.,walking and turning around
007628,Attempting,person moves forward two steps then does a full turn and faces opposite direction,walking and turning around
M007628,Attempting,person moves forward two steps then does a full turn and faces opposite direction,walking and turning around
007555,Attempting,the man walked in small circles pacing frantically.,walking and turning around
M007555,Attempting,the man walked in small circles pacing frantically.,walking and turning around
007529,Attempting,walking forward and then back.,walking and turning around
M007529,Attempting,walking forward and then back.,walking and turning around
007498,Attempting,a person slowly walked forward and jumped,walking and jumping
M007498,Attempting,a person slowly walked forward and jumped,walking and jumping
007497,Attempting,the person turned around very quickly.,turning around
M007497,Attempting,the person turned around very quickly.,turning around
007495,Attempting,"a person steps forward before turning right, takes several paces, turns left, turns left again, walks several more paces before stopping and facing back where they came.",walking and turning around
M007495,Attempting,"a person steps forward before turning left, takes several paces, turns right, turns right again, walks several more paces before stopping and facing back where they came.",walking and turning around
007493,Attempting,he turns to his right,turning around
M007493,Attempting,he turns to his left,turning around
007375,Attempting,"a person gestures dramatically with both hands while walking forward, to the left, back, and to the right.",gesturing and walking
M007375,Attempting,"a person gestures dramatically with both hands while walking forward, to the right, back, and to the left.",gesturing and walking
007343,Attempting,a person walks in a three-quarter circle to their right all while checking to look back over their left should three times.,walking and turning around and gesturing
M007343,Attempting,a person walks in a three-quarter circle to their left all while checking to look back over their right should three times.,walking and turning around
